config,step,train_loss,val_loss,train_acc,val_acc
MHA_h8_l6_lr0.1,1750,2.994947910308838,3.0644171237945557,0.18837890028953552,0.17866210639476776
MHA_h8_l6_lr0.1,2000,2.9730031490325928,2.9925389289855957,0.19475097954273224,0.19582518935203552
MHA_h4_l6_lr0.03,1,3.5174331665039062,3.5449938774108887,0.17331543564796448,0.16818848252296448
MHA_h4_l6_lr0.03,250,2.7617175579071045,2.767089366912842,0.22858886420726776,0.22512206435203552
MHA_h4_l6_lr0.03,500,2.767092227935791,2.7958364486694336,0.22971192002296448,0.2244873046875
MHA_h4_l6_lr0.03,750,2.755460739135742,2.7347495555877686,0.22810058295726776,0.23361817002296448
MHA_h4_l6_lr0.03,1000,2.7467782497406006,2.747864246368408,0.22321777045726776,0.22360840439796448
MHA_h4_l6_lr0.03,1250,2.7283644676208496,2.7324700355529785,0.22695311903953552,0.23100586235523224
MHA_h4_l6_lr0.03,1500,2.751575231552124,2.7760796546936035,0.23046875,0.23015137016773224
MHA_h4_l6_lr0.03,1750,2.720437526702881,2.751657009124756,0.23776856064796448,0.23269042372703552
MHA_h4_l6_lr0.03,2000,2.79359769821167,2.79951548576355,0.22353515028953552,0.22783203423023224
GQA_h4_kv2_l4_lr0.01,1,3.424103260040283,3.4390292167663574,0.18439941108226776,0.18081054091453552
GQA_h4_kv2_l4_lr0.01,250,2.3636889457702637,2.389763355255127,0.31083983182907104,0.30363768339157104
GQA_h4_kv2_l4_lr0.01,500,1.988530158996582,2.078017473220825,0.4078125059604645,0.3884521424770355
GQA_h4_kv2_l4_lr0.01,750,1.8276067972183228,1.9224340915679932,0.45488280057907104,0.4321044981479645
GQA_h4_kv2_l4_lr0.01,1000,1.7598769664764404,1.8969911336898804,0.4675537049770355,0.4393066465854645
GQA_h4_kv2_l4_lr0.01,1250,1.696103811264038,1.8589179515838623,0.4892822206020355,0.4522705078125
GQA_h4_kv2_l4_lr0.01,1500,1.6596695184707642,1.827985405921936,0.49323731660842896,0.46147459745407104
GQA_h4_kv2_l4_lr0.01,1750,1.632155418395996,1.8094942569732666,0.505200207233429,0.4641357362270355
GQA_h4_kv2_l4_lr0.01,2000,1.612143874168396,1.8043073415756226,0.508349597454071,0.466796875
GQA_h8_kv4_l4_lr0.01,1,3.417593479156494,3.4298675060272217,0.18366698920726776,0.18034668266773224
GQA_h8_kv4_l4_lr0.01,250,2.3895726203918457,2.4087023735046387,0.30144041776657104,0.298583984375
GQA_h8_kv4_l4_lr0.01,500,2.0972158908843994,2.158015012741089,0.3778320252895355,0.3616943359375
GQA_h8_kv4_l4_lr0.01,750,1.8996155261993408,1.9809410572052002,0.4361572265625,0.41313475370407104
GQA_h8_kv4_l4_lr0.01,1000,1.7952187061309814,1.918299674987793,0.4627441465854645,0.43647462129592896
GQA_h8_kv4_l4_lr0.01,1250,1.71770441532135,1.8797283172607422,0.4827636778354645,0.4468750059604645
GQA_h8_kv4_l4_lr0.01,1500,1.6808942556381226,1.854387640953064,0.48920899629592896,0.45527344942092896
